Order Number,Order Date,Order Date (year),"Order Date (month,day)",Delivery Date,Receipt Date,Completed Date,Supplier Code,Supplier Name,Order Status,SubTotal,Currency,SubTotal (GBP)
PO-00007703,2019-02-25,2019,2019-02-25,2019-03-06,2019-03-06,2019-03-06,Company70,Company70,Complete,804.0,GBP,804.0
PO-00007702,2019-02-25,2019,2019-02-25,2019-02-25,2019-03-04,2019-03-04,Company215,Company215,Complete,4370.6,GBP,4370.6
PO-00007701,2019-02-25,2019,2019-02-25,2019-03-19,2019-03-15,2019-03-15,Company56,Company56,Complete,1115.0,GBP,1115.0
PO-00007700,2019-02-25,2019,2019-02-25,2019-03-04,2019-02-27,2019-02-27,Company9,Company9,Complete,166.05,GBP,166.05
PO-00007695,2019-02-25,2019,2019-02-25,2019-03-08,2019-03-06,2019-03-06,Company11,Company11,Complete,2137.425,GBP,2137.425
PO-00007692,2019-02-25,2019,2019-02-25,2019-02-27,2019-02-28,2019-02-28,Company251,Company251,Complete,229.025,GBP,229.025
PO-00007704/1,2019-02-25,2019,2019-02-25,2019-03-01,2019-03-07,2019-03-07,Company50,Company50,Complete,242.0,GBP,242.0
PO-00007697,2019-02-25,2019,2019-02-25,2019-02-25,2019-03-01,2019-03-01,Company4,Company4,Complete,541.0,GBP,541.0
PO-00007696,2019-02-25,2019,2019-02-25,2019-03-13,2019-03-12,2019-03-12,Company80,Company80,Complete,529.6500000000001,GBP,529.6500000000001
PO-00007694,2019-02-25,2019,2019-02-25,2019-02-25,2019-02-28,2019-02-28,Company26,Company26,Complete,250.0,GBP,250.0
PO-00007693,2019-02-25,2019,2019-02-25,2019-02-25,2019-03-06,2019-03-06,Company252,Company252,Complete,249.875,GBP,249.875
PO-00007691,2019-02-25,2019,2019-02-25,2019-02-26,2019-02-26,2019-02-26,Company52,Company52,Complete,534.075,GBP,534.075
PO-00007711,2019-02-26,2019,2019-02-26,2019-02-28,2019-02-27,2019-02-27,Company18,Company18,Complete,690.0,GBP,690.0
PO-00007679,2019-02-26,2019,2019-02-26,2019-04-12,2019-03-06,2019-03-06,Company8,Company8,Complete,1971.925,GBP,1971.925
PO-00007709,2019-02-26,2019,2019-02-26,2019-03-04,2019-03-14,2019-03-14,Company93,Company93,Complete,430.25,GBP,430.25
PO-00007714,2019-02-26,2019,2019-02-26,2019-03-26,2019-05-03,2019-05-03,Company85,Company85,Complete,11793.0,EUR,10392.125
PO-00007679/1,2019-02-26,2019,2019-02-26,2019-04-12,2019-05-13,2019-05-13,Company8,Company8,Complete,1534.6000000000001,GBP,1534.6000000000001
PO-00007713,2019-02-26,2019,2019-02-26,2019-03-26,2019-03-06,2019-03-06,Company253,Company253,Complete,246.5,GBP,246.5
PO-00007715,2019-02-26,2019,2019-02-26,2019-02-28,2019-02-28,2019-02-28,Company214,Company214,Complete,3817.0,GBP,3817.0
PO-00007710,2019-02-26,2019,2019-02-26,2019-03-28,2019-03-19,2019-03-19,Company1,Company1,Complete,295.59999999999997,GBP,295.59999999999997
PO-00007712,2019-02-26,2019,2019-02-26,2019-03-12,2019-03-08,2019-03-08,Company169,Company169,Complete,193.75,GBP,193.75
PO-00007721/1,2019-02-27,2019,2019-02-27,2019-05-02,2019-05-07,2019-05-07,Company217,Company217,Complete,953.875,EUR,840.575
PO-00007718,2019-02-27,2019,2019-02-27,2019-04-01,2019-03-26,2019-03-26,Company102,Company102,Complete,0.0,GBP,0.0
PO-00007719,2019-02-27,2019,2019-02-27,2019-02-28,2019-02-28,2019-02-28,Company52,Company52,Complete,80.7,GBP,80.7
PO-00007724,2019-02-27,2019,2019-02-27,2019-04-17,2019-03-14,2019-03-14,Company16,Company16,Complete,706.5,GBP,706.5
PO-00007716,2019-02-27,2019,2019-02-27,2019-02-28,2019-02-28,2019-02-28,Company250,Company250,Complete,775.0,GBP,775.0
PO-00007717,2019-02-27,2019,2019-02-27,2019-02-27,2019-02-27,2019-02-27,Company208,Company208,Complete,0.0,GBP,0.0
PO-00007727,2019-02-27,2019,2019-02-27,2019-03-07,2019-03-05,2019-03-05,Company208,Company208,Complete,0.0,GBP,0.0
PO-00007726,2019-02-27,2019,2019-02-27,2019-03-14,2019-03-08,2019-03-08,Company8,Company8,Complete,1482.0,GBP,1482.0
PO-00007725,2019-02-27,2019,2019-02-27,2019-03-04,2019-03-01,2019-03-01,Company254,Company254,Complete,935.25,GBP,935.25
PO-00007723,2019-02-27,2019,2019-02-27,2019-03-08,2019-03-06,2019-03-06,Company7,Company7,Complete,183.75,GBP,183.75
PO-00007722,2019-02-27,2019,2019-02-27,2019-03-01,2019-03-04,2019-03-04,Company136,Company136,Complete,250.0,GBP,250.0
PO-00007721,2019-02-27,2019,2019-02-27,2019-05-02,2019-04-03,2019-04-03,Company217,Company217,Complete,1247.2,EUR,1099.075
